date,hour_id,number_of_cells,cell_availability,sssr,s1_conn_est_success_rate,sarr,ul_packet_loss_rate,dl_packet_loss_rate,dl_uu_latency,dl_prb_utilization,ul_prb_utilization,dl_pdcp_user_throughput,ul_pdcp_user_throughput,cqi_avg,pmrrcconnmax,rrc_connected_users,rrc_connected_users_sum,cell_pdcp_dl_thp_mbps,cell_pdcp_ul_thp_mbps,dl_volume_gb,ul_volume_gb,cbra_success_rate,cbra_sr_2020,cfra_success_rate,rrc_setup_success_rate,erab_setup_success_rate,dl_qpsk_dist,dl_16qam_dist,dl_64qam_dist,dl_256qam_dist,ca_dl_pdcp_eu_thp,lte_active_user_dl,lte_active_user_ul,ca_dl_traffic_volume,pmcelldowntimeauto,pmcelldowntimeman,pmrrcconnestabsucc,pmrrcconnestabatt,pmrrcconnestabattreatt,pms1sigconnestabsucc,pms1sigconnestabatt,pmerabestabsuccinit,pmerabestabattinit,pmerabrelabnormalenbact,pmerabrelabnormalmmeact,pmerabrelabnormalenb,pmerabrelnormalenb,pmerabrelmme,pmpdcppktlostul,pmpdcppktreceivedul,pmpdcppktdiscdlpelr,pmpdcppktdiscdlho,pmpdcppktdiscdlpelruu,pmpdcppkttransdl,pmpdcplattimedl,pmpdcplatpkttransdl,pmprbuseddlfirsttrans,pmprbuseddlretrans,pmprbavaildl,pmprbuseduldtch,pmprbavailul,pmpdcpvoldldrb,pmpdcpvoldldrblasttti,pmuethptimedl,pmuethpvolul,pmuethptimeul,pmrrcconnlevsum,pmrrcconnlevsamp,pmschedactivitycelldl,pmpdcpvoluldrb,pmschedactivitycellul,pmpdcpvoldlsrb,pmpdcpvolulsrb,pmrasucccbra,pmraattcbra,pmrasucccfra,pmraattcfra,pmracontresonly,pmracontresandrrcrsp,pmrrcconnestabfaillic,pmcacapabledlsamp,pmcaconfigureddlsamp,pmpdcpvoldldrbca,pmpdcpvoldldrblastttica,pmradiothpvoldl,pmradiothpvoldlscell,pmradiothpvoldlscellext,pmuethptimedlca,pmuethptimeulca,pmuethpvolulca,pmlbsubratiosamp,pmuectxtrelscwcdma,pmcriticalborderevalreport,pmmacharqdlackqpsk,pmmacharqdlack16qam,pmmacharqdlack64qam,pmmacharqdlack256qam,pmactiveuedlsum,pmactiveueulsum,pmradiouerepcqidistr_0,pmradiouerepcqidistr_1,pmradiouerepcqidistr_2,pmradiouerepcqidistr_3,pmradiouerepcqidistr_4,pmradiouerepcqidistr_5,pmradiouerepcqidistr_6,pmradiouerepcqidistr_7,pmradiouerepcqidistr_8,pmradiouerepcqidistr_9,pmradiouerepcqidistr_10,pmradiouerepcqidistr_11,pmradiouerepcqidistr_12,pmradiouerepcqidistr_13,pmradiouerepcqidistr_14,pmradiouerepcqidistr_15,hosr_intraf,hosr_interf,pmhoexeattlteinterf,pmhoexeattlteinterflb,pmhoexeattlteintraf,pmhoexesucclteinterf,pmhoexesucclteinterflb,pmhoexesucclteintraf,pmhooscinterf,pmhooscintraf,pmhoprepattlteinterf,pmhoprepattlteinterflb,pmhoprepattlteintraf,pmhoprepsucclteinterf,pmhoprepsucclteinterflb,pmhoprepsucclteintraf,pmlbmeasrepue,pmlbqualifiedue,pmlbtpacceptedue,pmlbtpevalue,pmlbtpulacceptedue,pmhotooearlyhointerf,pmhotooearlyhointraf,pmhotoolatehointerf,pmhotoolatehointraf,pmhowrongcellinterf,pmhowrongcellintraf,pmhowrongcellreestinterf,pmhowrongcellreestintraf,pmcaredirectmeasrepue,pmcaredirectqualifiedue,pmhoexeattnonmob,pmhoexecattlteinterfcaredirect,pmhoexecsucclteinterfcaredirect,pmhoexesuccnonmob,pmhoprepattlteinterfcaredirect,pmhoprepattnonmob,pmhoprepsucclteinterfcaredirect,pmhoprepsuccnonmob,hosr_irat,pmhoexeattwcdma,pmhoexesuccwcdma,pmhoprepattwcdma,pmhoprepsuccwcdma,cqi_above_7,cqi_above_10,rssi,sinr_pusch,sinr_pucch,tx_rank,ue_rep_rank2,traffic_voice_2g,traffic_voice_3g,payload_dl_3g,payload_ul_3g,payload_total_3g,payload_total_4g
4/2/2020,23,15501,97.65520256,94.58869937,94.92498276,0.231338799,0.036162504,0.034048803,4.240307428,39.3885137,6.204826721,3.59904326,0.414955291,9.005052536,2080,37.18217891,569625.2975,15.28968664,1.497055406,49977.2114,4377.716113,80.29143817,,89.42515141,99.88076741,99.76468976,42.14800194,29.77479405,27.58248836,0.494715658,7.307882342,5.246906998,3.419404882,3392.513938,1124832,165163,56388729,56947458,491415,53485716,56345247,50468222,50587259,115363,2350,362925,49301099,1219356,9749116,26949434771,156953,5901853,9274910,45019189392,43589177279,10279720991,1.3103E+12,2.42857E+11,3.94318E+12,2.44667E+11,3.94318E+12,3.99746E+11,88408358727,86505673171,10870421258,26196608413,405051428,10893698,26144814356,34935225490,23335960277,71672524,86503411,102837657,128080477,27655253,30925587,,,0,9348494,9348494,27140111505,4532291991,4.07944E+11,8828754897,0,3093621169,489160,464550,3009120,246120,874729,24352074497,17203140587,15936480509,285834488,1.37179E+11,79795096488,26067353,45071514,91616970,229672932,654899886,1355866290,2573830248,2351398068,2890393596,3089182696,2533363509,2565640450,2317367243,1713173254,1055287792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.788147072,0.433529356,-114.873429,11.34849561,1.95710586,0.382634552,0.445156449,15395.533,49412.39444,25471.87195,2977.824934,28449.69689,
4/3/2020,0,15841,97.86293352,95.48155456,95.74021048,0.170888745,0.030048577,0.030082506,3.8415641,33.64395491,4.95934142,5.240258577,0.515019024,9.145120725,1862,30.81681287,482595.5522,15.65208805,1.439570992,44561.3762,3597.52111,80.41564771,,88.69712696,99.89918666,99.83047809,41.79123844,29.43051188,28.19411385,0.584135833,10.69989226,3.844541357,2.878645433,2958.206623,996690,184176,52697775,53163973,413018,50437064,52681171,47517288,47597977,80278,1599,274731,46671350,966378,6552751,21800639782,380008,4563097,7040962,39825345321,31828661305,8285339116,1.12895E+12,2.06281E+11,3.96872E+12,1.96822E+11,3.96872E+12,3.56426E+11,75592103105,53591542185,9044302055,17561102855,337135224,10939977,22771763133,28701569341,19937585225,65367880,78599537,92382950,114881808,23819460,26854827,,,0,9386062,9386062,23665652982,3690861389,3.63323E+11,7679213716,0,1866821750,244663,368485,3027687,198298,684851,19716550615,13884924177,13301608029,275587519,87546985137,57393238647,19553467,30092087,62334340,155333792,453530570,961960062,1932520558,1733417629,2159648741,2359102006,1984718461,2036341889,1879337736,1435048692,903316532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800327314,0.455023007,-115.5291836,11.81871824,2.089167874,0.397463539,0.453551476,8957.870145,28628.62083,20072.65492,2187.648387,22260.3033,
4/3/2020,1,15868,98.32101349,98.07949778,98.30798819,0.114411132,0.027060937,0.026568535,3.546425351,27.33080772,3.613886056,8.003300376,0.618779517,9.349267104,1711,24.54671411,388210.6211,16.32167557,1.34405383,38315.39045,2684.924246,80.18866014,,90.05903667,99.90820033,99.85924742,40.95772085,28.7740338,29.50319394,0.765051411,15.683017,2.79011347,2.429480732,2597.028431,753418,170718,47655731,48038663,339144,46834540,47640625,43962096,44024061,49623,1081,177814,43353109,786443,4505425,16644677785,506465,3407314,5052163,33737502046,22128874816,6239768958,9.18783E+11,1.64737E+11,3.96447E+12,1.43271E+11,3.96447E+12,3.06464E+11,61131042290,30653999806,6721911753,10863177549,267558791,10899984,18776516484,21409953525,15929386937,58913131,69440439,81001114,101013178,20288072,22527525,,,0,9357797,9357797,20776227450,3040342087,3.11938E+11,6755806059,0,1130897541,289737,291252,3026268,167365,528289,14805279892,10401155515,10664730236,276548598,52388611565,38700138643,13314030,18483629,38205413,93407756,280360720,620088082,1358094074,1202113139,1529885919,1729769586,1496974472,1569416079,1491079780,1182856964,764357271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81910068,0.485844553,-116.2697051,12.37495551,2.238031407,0.418945778,0.466194522,5528.777293,16643.2,16047.5812,1596.537741,17644.11894,
4/3/2020,2,15880,98.36360287,98.41966326,98.60934417,0.090805378,0.028275469,0.024200748,3.381822752,20.58769431,2.945885358,11.3902919,0.840311315,9.622395202,1824,20.94463779,333657.049,16.06132369,1.35311804,27776.60344,2040.158719,79.99211228,,90.08002282,99.92486318,99.88269276,41.74626323,27.5148646,29.94287599,0.795996188,20.87135521,2.136876918,2.164805103,1781.652197,678729,160728,42177948,42421015,211352,41583166,42169600,38967173,39012938,35000,700,133904,38550032,630916,3257374,11516883903,196857,2262667,3494037,24594777514,15104342327,4466331749,6.43914E+11,1.14151E+11,3.68213E+12,1.08471E+11,3.68213E+12,2.22162E+11,45624122011,15498960523,6144708483,7312419065,212802400,10160233,13832098201,16263193748,12019050273,51020998,58076001,68667077,85842310,17035016,18910981,,,0,8765658,8765658,14253217573,2311687758,2.26174E+11,4427187152,0,572149230,244105,202324,2808455,130485,412285,10249140185,6755184360,7351286314,195425312,29557491377,26018901366,9513808,10770939,21194076,50210648,153254497,361775403,893761495,790119064,1041522569,1229463512,1106772743,1195725683,1173374820,972791107,647901584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.844640996,0.527695771,-116.7445564,12.77548233,2.358205376,0.447756369,0.48489428,3592.949489,9933.938889,12255.42415,1299.234657,13554.6588,
4/3/2020,3,15852,98.38507433,98.47686913,98.65841726,0.079198994,0.028731336,0.023046003,3.297263945,15.49910585,2.444692548,14.98437839,1.023833637,9.863112893,1800,18.80129379,295486.9268,16.01342534,1.383089188,24060.62888,1866.813557,79.89426698,,90.28513826,99.92813117,99.88777131,41.83613865,26.00957118,31.25879841,0.895491756,26.51708924,1.757044448,1.977403616,1553.119762,726749,178391,45594780,45850681,223109,44973109,45584665,42092554,42139847,32934,655,135389,41671899,603604,2759368,9601277039,267110,1777512,2843523,21205493034,12195850915,3698779084,5.29704E+11,94756449740,4.02901E+12,98496858349,4.02901E+12,1.92431E+11,40561091922,10135209814,6382144902,6233576112,208731926,11101998,12016848784,14874463640,10754522387,54120163,60044814,73301897,91748632,18400308,20380218,,,0,9548315,9548315,12424958094,2050102726,1.95874E+11,3666829099,0,391251667,87986,150002,3066152,120691,375229,8285741058,5151253887,6190875109,177354150,21114137436,21266031454,8326889,8473252,15294288,33959472,104232066,259577105,712254167,633887246,863538498,1064136419,989604381,1098966390,1109474492,961610218,654026384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.865907151,0.565161171,-117.1908133,12.93815018,2.44520619,0.473356218,0.499087593,2923.200111,6787.865278,9640.91153,1123.812691,10764.72422,
4/3/2020,4,15802,98.21452326,99.39974753,99.57065469,0.071179704,0.033123534,0.023415474,3.318987119,13.63047038,2.384492676,16.04646701,1.086436968,9.950172103,1486,18.85962114,294139.1402,16.13382716,1.429015883,20671.78654,1738.212847,80.05563598,,91.419134,99.93983848,99.8884503,42.70045051,25.56084828,30.88540638,0.853294831,27.20946685,1.668041293,1.958496266,1235.683156,789692,179929,46938643,47133127,166228,46725782,46927262,43845373,43894337,30794,622,124050,43415530,596597,2733130,8248590516,153262,1708932,2336224,17925901750,9633891441,2902660087,4.50086E+11,81020447071,3.89646E+12,92910838493,3.89646E+12,1.65318E+11,34372061622,8160443623,6559880862,6037976484,202788114,10752502,10246691581,13845403461,9688768069,55941342,60299311,74989813,93672122,19625036,21467099,,,0,9239255,9239255,9885465248,1618007948,1.682E+11,2869924429,0,303844884,157824,353811,2960776,129370,388555,6950652198,4160718778,5027434493,138896792,17091904676,18975416088,7850806,7670695,13516765,29124402,88193240,223643774,630796348,564794103,780304110,973842625,917145307,1030450928,1049798290,926224339,639361589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873039209,0.578858821,-117.3284476,12.84140005,2.46636277,0.471203501,0.501296463,3225.087334,6865.852778,9109.570928,1124.743627,10234.31455,
4/3/2020,5,15853,98.17905261,99.6315935,99.81687136,0.093568053,0.040407431,0.027959267,3.584613724,20.44436422,3.391134822,9.722342148,0.861908256,9.557989469,1981,23.6920131,371098.5429,16.99745106,1.507369632,30175.3439,2474.106117,80.62360746,,90.42698028,99.94447332,99.86983662,41.76141626,27.89479936,29.72702867,0.616755706,20.18045573,2.388840158,2.377697936,1738.075347,836336,183817,54935852,55110897,144524,54824742,54925326,51822628,51890170,47742,904,158670,51056126,775171,5075332,12555317208,245127,3088466,3751524,25333768900,13234573582,3692050135,6.95039E+11,1.27117E+11,4.02143E+12,1.36372E+11,4.02143E+12,2.41335E+11,47224231197,19965439153,9439351447,10951689321,262616133,11084585,14198308962,19718692845,13081524552,67689423,74156089,90950021,112808176,25071837,27726058,,,0,9506890,9506890,13904602775,2059476465,2.45207E+11,4423047678,0,586960298,861674,2159322,3050739,183023,607673,10323243503,6895475106,7348394357,152459373,33917490622,31103913926,12574772,15088505,30404144,70245050,204616704,457466277,1066571058,942669233,1221968207,1428117495,1276676055,1379575967,1344004355,1124501230,757033494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.836123686,0.51906496,-116.786332,12.13505313,2.313201319,0.423070083,0.476815772,7277.762844,12238.35694,14096.7979,1699.372353,15796.17026,
4/3/2020,6,15872,98.12397801,99.4862134,99.78792154,0.128862852,0.04751604,0.035607779,3.943907895,27.62042518,4.469956261,5.894506175,0.572717758,9.246565556,2650,31.93404893,501333.0638,16.07712344,1.460588673,37816.22649,3170.97134,80.07589036,,88.56283039,99.836978,99.86044513,43.2916989,28.71098893,27.55403294,0.443279225,13.32165149,3.479426628,2.902960827,2111.256565,891956,162631,66173798,66429839,147987,66016344,66156648,62820799,62908591,79832,1409,234134,61721674,1088738,8312806,17486423615,178378,5365769,5926149,32201422984,20434142096,5181191509,9.42292E+11,1.75624E+11,4.04743E+12,1.80918E+11,4.04743E+12,3.02445E+11,59022257321,41296487390,10568812721,18453789104,355388506,11128827,18812112657,25274869884,17304577502,85154642,92900835,114356359,142809975,34105391,38509825,,,67538,9545600,9545600,16890052520,2500755505,3.07629E+11,5445323863,0,1080143631,614895,412833,3090830,272963,949019,15312710467,10155366313,9746139314,156792332,65455365703,50234510620,21780422,29482345,61150175,143633832,403887259,846197394,1732344118,1545121881,1912223321,2119104067,1817069885,1900573044,1788395468,1434763876,944122375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806077561,0.472155433,-115.8987223,11.592965,2.115318947,0.392997814,0.460442354,15685.05965,23408.34861,18572.74262,2294.307168,20867.04979,
4/3/2020,7,15869,98.09705274,99.5235259,99.74008916,0.155474689,0.050355111,0.038286403,4.15727321,33.37117139,5.400933683,4.64887166,0.477133805,9.085742024,2046,38.23901347,599698.5505,15.62337685,1.470263303,43829.38133,3769.333621,79.68668974,,87.62648673,99.92763733,99.85513023,43.59304113,29.20396571,26.80498392,0.398009243,10.8582147,4.222730455,3.26209775,2466.738825,906611,158676,73755365,73975364,166589,73547861,73739518,70243342,70345251,107773,1861,292976,68909941,1312741,10908111,21651462849,132158,6669173,7713297,37896145103,27751478804,6675404142,1.133E+12,2.12129E+11,4.03081E+12,2.17702E+11,4.03081E+12,3.50538E+11,68329698481,60704686224,11819685973,24772266942,423829333,11083689,22436762376,30049034174,20437859067,97056728,105634790,130211417,163404224,40908109,46684639,,,3146,9515610,9515610,19733910597,2910113562,3.56895E+11,6460589834,0,1549407292,917524,542387,3077393,366033,1239591,19447178702,13028105522,11957901967,177554873,94744399791,66670294073,28083691,41956831,88317852,207153603,574842854,1175842560,2272156278,2058022536,2500695675,2701051010,2263435674,2322635109,2132501381,1657783106,1066273970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.791929959,0.447714201,-115.2125648,11.26155186,1.989557412,0.37928856,0.451132222,20881.2689,32506.86528,21803.07446,2722.235036,24525.3095,
4/3/2020,8,15844,98.19881434,99.49364826,99.72135106,0.186827539,0.058094246,0.042874625,4.356289207,37.59272528,6.546928394,3.817869547,0.424761269,9.016732875,1866,43.64320341,685088.9368,15.16662004,1.550258444,48479.6751,4574.829879,80.10416156,,87.61929867,99.92210867,99.84943498,43.473059,29.36633109,26.76262496,0.397984943,8.736992276,4.99175451,3.666405144,2869.718011,850880,158137,78739434,78995931,195118,78495120,78714457,75027162,75140297,138375,2327,349087,73408465,1553615,15040204,25874277692,281619,8164763,10090734,43217097393,37553822360,8620598995,1.27768E+12,2.40052E+11,4.03731E+12,2.6432E+11,4.03731E+12,3.87731E+11,78526511215,80988805222,14180446710,33384509740,484056807,11091230,25564773386,36483666249,23533925197,106196518,114972783,141819772,177044200,46006429,52507187,,,457,9531625,9531625,22957744088,3575944416,3.95231E+11,7454475740,0,2218360628,1223181,674387,3085180,439656,1526607,23149741432,15637799297,14251305571,211930072,1.27613E+11,86284904405,33499757,51568794,109851763,258751822,715410217,1456428814,2745171865,2517365675,3055353817,3253966354,2702239818,2741605730,2485322909,1887962098,1198501226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78698755,0.436902847,-114.6736681,10.96725565,1.897380995,0.376671791,0.447018115,23877.01834,39768.15972,23577.34164,3147.862821,26725.20446,
4/3/2020,9,15777,98.14902005,99.39784014,99.64407722,0.205711305,0.058593676,0.046435272,4.552057608,40.89583479,7.444336341,3.257924802,0.398957817,8.959788801,1916,46.97864085,731687.7739,14.96141949,1.623501838,51737.8941,5190.791221,79.99232061,,87.15012222,99.91950329,99.83324586,43.44599589,29.52022474,26.62901698,0.404762393,7.2484626,5.738526759,3.989120018,3163.802161,887841,144606,80333601,80588635,190316,80011676,80297473,76381461,76509043,155191,2584,374147,74581174,1741971,17034182,29054673092,287543,9714609,11849038,47035459104,45788125306,10058775449,1.38229E+12,2.60634E+11,4.01733E+12,2.99063E+11,4.01733E+12,4.13792E+11,85306224642,1.00827E+11,15965154965,40017150419,518778225,11042853,27657257034,41407038961,25504768767,111328429,119290808,147760090,184717844,48754019,55942571,,,96,9480283,9480283,25310417284,4084524632,4.2213E+11,8262966659,82,2928330299,914388,813202,3067244,514742,1789861,26018464642,17678750548,15947295547,242399692,1.58712E+11,1.01742E+11,37378358,60200389,127979919,301045528,828570770,1682391085,3092522556,2867347520,3460842630,3648355849,3001866240,3030165709,2721184738,2033975503,1274267549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.782374749,0.428195802,-114.3410428,10.7798263,1.834600986,0.373478106,0.443576574,27104.0011,48801.77222,24962.41229,3471.347184,28433.75947,
4/3/2020,10,36935,98.11852004,99.52432751,99.78138023,0.212293231,0.063933565,0.053223272,4.578514551,40.42077664,7.186220931,3.144260869,0.435263436,8.797241263,2090,42.58260993,1552788.206,14.57259423,1.673140674,114204.9835,11899.25968,79.25808078,,88.11515584,99.90057441,99.84165223,43.80555883,29.92068208,25.78991183,0.48384726,6.755871718,5.776743814,3.927075775,9702.847338,2105983,368483,167983689,168997613,846739,167539057,167906133,159598832,159851954,334217,5731,764525,155647406,3719411,41310789,64573870240,632121,28317682,26633349,1.04378E+11,1.02635E+11,22416718292,3.12473E+12,5.72338E+11,9.14646E+12,6.57285E+11,9.14646E+12,9.13396E+11,1.85121E+11,2.31621E+11,36924701954,84832997438,1105758856,25967381,62679041118,94941011281,56744189395,243634916,253066122,293626032,370468259,97080665,110174764,,,5713,23216991,23216991,77622778701,14082564371,9.31418E+11,25398389012,342,9405183666,4091441,2261867,7517341,752578,3626163,59644928231,40739508478,35115119654,658798469,3.62081E+11,2.22839E+11,148150473,245456697,475732869,1150535762,3111568225,6126236189,10530626326,9871761316,11654618305,11974590021,9684522972,9533261162,8423999077,6049947938,3905360284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765430524,0.404764363,-113.6067154,10.65741277,1.592422165,0.365823098,0.441653826,29751.63056,56286.35139,26290.03314,3643.054824,29933.08797,
4/3/2020,11,36974,98.00138254,99.46606017,99.77774907,0.218194264,0.06154857,0.052899801,4.736633106,42.02215069,7.283037345,2.93088902,0.421207268,8.75555934,2538,43.32554941,1582588.339,14.73487159,1.651186547,119113.7694,12037.75569,79.80333899,,87.90513294,99.84975568,99.83761717,43.51655118,30.12850791,25.87644668,0.478494233,6.254872056,6.173592196,3.982076439,10183.07269,2182651,451249,168175282,169306709,878373,167699543,168073087,159854217,160114215,343482,6591,790937,155858148,3791888,41424116,67261709262,931261,29010918,26594619,1.06819E+11,1.05226E+11,22215257242,3.25301E+12,5.96227E+11,9.16002E+12,6.67127E+11,9.16002E+12,9.52663E+11,1.88443E+11,2.60747E+11,36796414921,87359401598,1127363463,26020754,64653643847,96042570087,58165790094,247015443,259475395,299395302,375166385,96856837,110183369,,,89374,23278542,23278542,81464581506,14056661017,9.71169E+11,27179696949,203,10776866398,5214289,3693718,7529488,744961,3734792,61680670156,42704362103,36677460169,678221140,3.99145E+11,2.31621E+11,154458237,261844066,510719133,1250947970,3368056216,6580193986,11134113613,10432160731,12253989447,12521037709,10068649448,9867823808,8683123778,6188565733,3973542162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.760817292,0.398786772,-113.5749136,10.63854794,1.574430799,0.360890305,0.438967201,28814.85522,53601.89028,26477.9354,3562.578062,30040.51346,
4/3/2020,12,36998,97.91482138,99.25892571,99.58474559,0.219263093,0.057903754,0.053076775,4.885482258,42.72300841,7.06765814,2.843184462,0.387670828,8.725040358,3070,43.30927222,1582990.9,14.87274448,1.599415212,120930.9191,11602.68342,80.28830516,,88.16332379,99.84950718,99.82304801,43.50097655,30.25121165,25.77825928,0.469552512,6.108744847,6.38888489,4.028050388,10347.43274,2328165,415757,167339172,168528354,936969,166224782,166917916,158500520,158781487,341874,6904,831423,154476676,3760167,39220921,67695456145,957068,29723977,25903012,1.06551E+11,1.04102E+11,21308396020,3.30037E+12,6.05853E+11,9.14314E+12,6.46206E+11,9.14314E+12,9.67202E+11,1.86742E+11,2.74502E+11,34246523996,88339182393,1125294599,25982764,65031873115,92561719552,57872226585,244920259,259747801,299108268,372542760,94366877,107036433,,,79845,23251544,23251544,82779461905,13400199861,9.85531E+11,27825738916,322,11357367803,4691013,5833583,7510865,721236,3681526,62071016209,43165087260,36782685738,669998789,4.15481E+11,2.33112E+11,155913293,271188365,528440162,1296273367,3492589124,6784659879,11373823276,10629188842,12437121169,12664063023,10135831084,9909947805,8688294788,6167921218,3939807548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.75726964,0.394432878,-113.5753529,10.68502906,1.568069171,0.356687421,0.436980133,29940.53486,54008.23889,27238.17302,3540.589203,30778.76222,
4/3/2020,13,36882,97.96460039,99.41991983,99.70465439,0.219912403,0.058975691,0.055541099,4.815889448,42.13691374,7.119948347,2.949195995,0.400335148,8.75161127,2128,43.41976168,1582753.939,14.70282307,1.622405222,118186.4683,11670.56218,79.79564383,,87.7900026,99.88864534,99.82558243,43.66827653,30.05731791,25.79103825,0.483367312,6.350227765,6.22278104,4.019189189,10367.6307,2280866,373462,166864915,167953435,902501,166162378,166654585,158227070,158503528,343183,6510,804129,154361267,3849282,39423608,66807792710,1626151,30487183,27133751,1.06613E+11,1.07619E+11,22346715991,3.23019E+12,5.93947E+11,9.0755E+12,6.46171E+11,9.0755E+12,9.45245E+11,1.8473E+11,2.57872E+11,34739622420,86776348669,1118764912,25766261,64290006253,93103878028,57386327879,247159311,260619410,298712606,374347009,95978170,109326993,,,13617,23060986,23060986,82941045589,13893865059,9.63984E+11,27844842222,133,10873181732,6503560,3512985,7451530,768786,3744665,61686690368,42459575013,36432942111,682814438,4.00063E+11,2.30647E+11,155256307,266738171,516310018,1262852732,3383692271,6579651345,11087359592,10411642909,12233200354,12491592873,10038689825,9834970437,8654711937,6166130554,3966955266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.760412991,0.398367396,-113.5352652,10.71961485,1.582206216,0.360691045,0.43852722,28374.33056,56465.30278,26789.41037,3540.530848,30329.94122,
4/3/2020,14,36948,97.99170676,99.53556396,99.8125262,0.216442848,0.055169761,0.053310763,4.711621467,42.54853335,7.172295401,2.982412209,0.417716997,8.780915385,2165,43.00842473,1571817.586,14.65391416,1.631832336,119633.7716,11896.99732,79.61170695,,87.83050004,99.89315896,99.82917609,43.60124719,30.10234162,25.79213881,0.504272372,6.323195635,6.124009518,3.947667262,10843.84572,2204604,430100,164372384,165433571,885382,163972037,164280019,156078721,156345797,333175,6221,769081,152327171,3710038,37388737,67732955288,777855,30060530,27347905,1.09087E+11,1.10172E+11,23383101640,3.28013E+12,6.01103E+11,9.1219E+12,6.5425E+11,9.1219E+12,9.56827E+11,1.88239E+11,2.57707E+11,35162849971,84178642970,1114497223,25913463,65294962391,94917397242,58166145596,243398744,258581329,295007514,370557956,94788333,107921887,,,15228,23186055,23186055,86750765724,14996291900,9.75925E+11,28792766355,96,11347818092,4241075,3638330,7496020,709927,3459772,63057753886,43535131942,37301555489,729297558,3.99867E+11,2.29621E+11,99379120,172694845,334833497,815255522,2194227627,4315480725,7375100697,6922981074,8194627624,8399486088,6763641637,6652352675,5857528533,4182584504,2662227918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764299263,0.40217692,-113.5624765,10.74545548,1.617032261,0.363170069,0.438539348,26993.97577,54997.95417,26782.59046,3487.664273,30270.25473,
4/3/2020,15,36980,98.02393189,99.52857737,99.80910985,0.210368174,0.054027991,0.051466101,4.601539655,41.71261521,6.883802052,3.193921683,0.435919943,8.798968313,2377,42.43220967,1550739.163,14.75387392,1.609112962,118045.9162,11472.5303,79.72507591,,87.92051668,99.8768293,99.84190697,43.61280458,30.06662777,25.80310633,0.517461323,6.773225672,5.756699652,3.798411903,10877.73453,2147030,448243,166503949,167568512,859226,166071269,166388889,158149354,158399773,328515,5756,768801,154458616,3670668,35506122,65682506325,785066,28043800,25977213,1.06435E+11,1.01815E+11,22126325872,3.22072E+12,5.90129E+11,9.13596E+12,6.28902E+11,9.13596E+12,9.44124E+11,1.83404E+11,2.38177E+11,33890329897,77744389693,1100612892,25938147,63991587813,91521293619,56876860591,243510862,258948764,296132489,371442091,94667014,107673405,,,42329,23200269,23200269,87021876277,14883958979,9.62668E+11,28896963955,132,10650452354,4071122,1416453,7503300,683532,3260204,61094259668,42118326990,36145845097,724876942,3.6838E+11,2.16042E+11,96721245,165968150,320448872,781358960,2102773084,4135471789,7126834662,6665901380,7903937417,8120432191,6554919681,6463192912,5718155582,4104183896,2621555155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765757916,0.404918195,-113.5967893,10.83420505,1.62987404,0.364863727,0.44014921,25890.53611,51403.04167,25287.39543,3242.518302,28529.91374,
